,veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
36382,12400,0.703627652,0,0,0,UTE,4,M,C,5
36383,5800,0.585900068,0,0,0,COUPE,4,F,A,3
36384,15200,0.153319644,0,0,0,SEDAN,2,M,C,3
36385,58050,0.301163587,0,0,0,HDTOP,1,M,E,5
36386,13700,0.301163587,0,0,0,HBACK,3,F,E,4
36387,27500,0.41615332,0,0,0,STNWG,1,F,B,4
36388,11300,0.301163587,0,0,0,HBACK,2,F,D,4
36389,7100,0.298425736,0,0,0,HBACK,3,M,B,3
36390,14900,0.703627652,0,0,0,UTE,4,M,C,2
36391,28500,0.041067762,0,0,0,STNWG,1,F,A,1
36392,9900,0.041067762,0,0,0,HBACK,3,M,C,2
36393,9700,0.093086927,0,0,0,HBACK,2,F,E,3
36394,24900,0.161533196,0,0,0,STNWG,3,F,D,2
36395,3100,0.06844627,0,0,0,HBACK,4,F,C,3
36396,24200,0.298425736,0,0,0,STNWG,3,M,F,3
36397,47420,0.301163587,0,0,0,UTE,1,M,A,2
36398,26100,0.301163587,0,0,0,STNWG,2,M,C,4
36399,4200,0.301163587,0,0,0,SEDAN,4,M,C,1
36400,31400,0.394250513,0,0,0,UTE,2,M,E,6
36401,8500,0.301163587,1,1,353.77,HBACK,3,F,C,1
36402,18700,0.041067762,0,0,0,SEDAN,1,F,C,2
36403,14700,0.041067762,0,0,0,SEDAN,3,M,B,3
36404,38400,0.093086927,0,0,0,STNWG,2,F,D,4
36405,56330,0.298425736,0,0,0,STNWG,1,F,A,4
36406,7400,0.298425736,0,0,0,SEDAN,4,M,B,3
36407,21500,0.041067762,0,0,0,STNWG,1,F,E,2
36408,71500,0.301163587,0,0,0,STNWG,1,F,F,4
36409,24400,0.958247776,0,0,0,SEDAN,1,F,C,1
36410,21800,0.301163587,0,0,0,STNWG,3,F,C,3
36411,20500,0.536618754,0,0,0,HBACK,2,M,D,1
36412,11900,0.958247776,0,0,0,STNWG,4,M,C,2
36413,24200,0.093086927,0,0,0,STNWG,3,F,F,3
36414,18500,0.490075291,0,0,0,SEDAN,2,F,E,4
36415,8500,0.06844627,0,0,0,SEDAN,4,M,A,3
36416,15700,0.041067762,0,0,0,HBACK,2,F,F,2
36417,24900,0.424366872,0,0,0,SEDAN,1,F,C,5
36418,23400,0.41615332,0,0,0,SEDAN,1,F,E,2
36419,24600,0.093086927,0,0,0,STNWG,3,F,C,2
36420,18300,0.038329911,0,0,0,TRUCK,3,F,B,2
36421,24000,0.183436003,0,0,0,STNWG,3,F,E,6
36422,19500,0.41615332,0,0,0,STNWG,4,F,A,4
36423,3600,0.539356605,0,0,0,SEDAN,4,F,D,3
36424,7700,0.583162218,0,0,0,SEDAN,4,F,C,3
36425,6000,0.492813142,0,0,0,SEDAN,4,F,A,2
36426,7700,0.041067762,0,0,0,SEDAN,4,F,F,2
36427,13300,0.958247776,0,0,0,HBACK,3,M,E,4
36428,16000,0.090349076,0,0,0,SEDAN,2,F,B,2
36429,17600,0.490075291,1,1,1543.359997,HBACK,2,M,B,5
36430,17400,0.041067762,0,0,0,UTE,3,M,C,1
36431,13500,0.41615332,1,1,1074.5,HBACK,1,M,C,1
36432,24000,0.958247776,1,2,3452.169998,STNWG,4,M,C,3
36433,44400,0.490075291,0,0,0,STNWG,1,F,A,2
36434,11300,0.41615332,0,0,0,HBACK,3,M,C,3
36435,17700,0.908966461,0,0,0,STNWG,2,F,A,3
36436,17100,0.161533196,0,0,0,SEDAN,2,F,C,6
36437,16200,0.492813142,0,0,0,SEDAN,2,F,B,4
36438,13600,0.492813142,0,0,0,STNWG,4,F,B,2
36439,10500,0.958247776,0,0,0,HBACK,2,M,B,2
36440,14000,0.093086927,0,0,0,SEDAN,2,F,C,4
36441,25500,0.265571526,0,0,0,STNWG,3,M,C,1
36442,13800,0.41615332,0,0,0,UTE,2,M,C,3
36443,18700,0.021902806,0,0,0,HBACK,2,F,A,4
36444,10400,0.958247776,0,0,0,SEDAN,3,F,C,2
36445,19000,0.041067762,0,0,0,SEDAN,1,M,A,6
36446,14600,0.090349076,0,0,0,UTE,4,M,E,4
36447,37400,0.093086927,0,0,0,STNWG,1,M,A,4
36448,16400,0.490075291,0,0,0,HBACK,2,F,C,5
36449,16800,0.084873374,0,0,0,MIBUS,4,M,A,4
36450,7600,0.490075291,0,0,0,HBACK,3,F,A,4
36451,47000,0.298425736,0,0,0,STNWG,2,M,C,3
36452,11400,0.41615332,0,0,0,HBACK,2,F,C,4
36453,22400,0.492813142,0,0,0,STNWG,2,F,A,3
36454,32700,0.095824778,0,0,0,STNWG,2,F,D,6
36455,14700,0.490075291,0,0,0,SEDAN,2,F,C,2
36456,17700,0.492813142,0,0,0,SEDAN,2,F,D,2
36457,16400,0.492813142,0,0,0,HBACK,2,F,A,2
36458,17000,0.317590691,0,0,0,SEDAN,2,F,B,2
36459,7500,0.45174538,0,0,0,HBACK,3,F,A,3
36460,24200,0.298425736,0,0,0,STNWG,3,M,E,2
36461,12900,0.41615332,0,0,0,SEDAN,3,M,C,3
36462,18600,0.492813142,0,0,0,HBACK,1,M,C,2
36463,14100,0.498288843,0,0,0,SEDAN,2,F,C,3
36464,19000,0.093086927,0,0,0,HBACK,2,F,B,3
36465,15300,0.432580424,0,0,0,SEDAN,3,F,A,6
36466,17200,0.350444901,0,0,0,STNWG,3,F,C,4
36467,22700,0.490075291,0,0,0,HBACK,3,F,B,4
36468,20300,0.490075291,0,0,0,UTE,4,M,F,3
36469,9700,0.271047228,0,0,0,HBACK,3,F,E,2
36470,25100,0.421629021,0,0,0,STNWG,3,M,C,3
36471,22700,0.298425736,1,1,7363.789993,SEDAN,1,M,A,2
36472,11400,0.41615332,0,0,0,HBACK,2,F,D,5
36473,15500,0.158795346,0,0,0,HBACK,2,M,C,3
36474,35300,0.470910335,0,0,0,STNWG,3,F,E,5
36475,13500,0.41615332,0,0,0,HBACK,1,F,E,6
36476,29000,0.156057495,0,0,0,UTE,2,F,D,3
36477,29500,0.038329911,0,0,0,STNWG,2,M,A,2
36478,11800,0.158795346,0,0,0,HDTOP,4,M,E,5
36479,15700,0.093086927,0,0,0,SEDAN,2,F,C,6
36480,13300,0.744695414,0,0,0,HBACK,2,M,B,1
36481,17400,0.093086927,0,0,0,SEDAN,2,F,B,5
36482,23200,0.490075291,0,0,0,STNWG,3,M,C,4
36483,10200,0.093086927,0,0,0,SEDAN,3,M,A,2
36484,29100,0.698151951,0,0,0,STNWG,1,F,C,5
36485,39600,0.517453799,0,0,0,STNWG,2,M,A,2
36486,17500,0.509240246,0,0,0,SEDAN,2,F,E,3
36487,27100,0.082135524,0,0,0,STNWG,3,F,D,5
36488,21980,0.298425736,0,0,0,SEDAN,1,F,A,2
36489,11900,0.837782341,0,0,0,SEDAN,3,F,B,4
36490,15400,0.375085558,0,0,0,HBACK,2,M,A,4
36491,16400,0.027378508,0,0,0,SEDAN,2,F,D,5
36492,15000,0.038329911,0,0,0,HBACK,1,F,B,5
36493,59200,0.161533196,0,0,0,SEDAN,1,M,B,3
36494,12900,0.298425736,0,0,0,COUPE,4,M,B,3
36495,63400,0.48733744,0,0,0,STNWG,1,M,C,3
36496,7700,0.301163587,0,0,0,HBACK,4,F,A,4
36497,30200,0.41615332,0,0,0,STNWG,2,F,F,2
36498,7700,0.698151951,0,0,0,STNWG,4,M,C,4
36499,5800,0.698151951,0,0,0,SEDAN,4,F,B,6
36500,35000,0.583162218,0,0,0,UTE,2,M,F,3
36501,14600,0.298425736,0,0,0,HBACK,1,F,D,4
36502,17800,0.298425736,0,0,0,STNWG,4,M,F,5
36503,15200,0.027378508,0,0,0,HBACK,2,F,A,1
36504,13300,0.906228611,0,0,0,HBACK,2,F,C,2
36505,17600,0.331279945,0,0,0,HBACK,2,F,E,5
36506,12900,0.161533196,0,0,0,COUPE,3,F,B,2
36507,21400,0.027378508,0,0,0,HBACK,1,F,B,2
36508,15853,0.528405202,0,0,0,HBACK,1,F,B,3
36509,11800,0.057494867,0,0,0,UTE,3,F,B,3
36510,16000,0.544832307,0,0,0,STNWG,4,F,A,2
36511,7100,0.161533196,0,0,0,HBACK,3,F,C,4
36512,13600,0.038329911,0,0,0,HBACK,1,M,F,4
36513,29900,0.5229295,0,0,0,STNWG,3,F,E,2
36514,9400,0.492813142,0,0,0,HBACK,3,M,A,5
36515,12900,0.158795346,0,0,0,SEDAN,3,M,C,4
36516,27300,0.684462697,0,0,0,HDTOP,2,F,C,1
36517,8200,0.254620123,0,0,0,HBACK,4,F,D,2
36518,8700,0.301163587,0,0,0,UTE,4,F,B,3
36519,19900,0.41615332,0,0,0,STNWG,3,M,F,4
36520,14100,0.090349076,0,0,0,SEDAN,2,F,A,3
36521,15600,0.583162218,0,0,0,SEDAN,3,F,B,4
36522,9700,0.446269678,0,0,0,SEDAN,3,F,C,4
36523,25200,0.298425736,0,0,0,STNWG,3,F,E,2
36524,12900,0.41615332,0,0,0,HBACK,1,F,C,5
36525,8200,0.41615332,0,0,0,SEDAN,3,F,D,4
36526,18900,0.681724846,0,0,0,SEDAN,1,M,C,2
36527,14600,0.960985626,1,1,459.0899992,PANVN,3,F,C,4
36528,15000,0.930869268,0,0,0,STNWG,4,M,D,3
36529,15000,0.301163587,0,0,0,SEDAN,3,F,C,4
36530,10300,0.815879535,0,0,0,HBACK,4,F,B,6
36531,4600,0.837782341,1,1,1037.259998,HBACK,4,F,A,6
36532,15200,0.583162218,0,0,0,STNWG,4,M,D,3
36533,14300,0.093086927,0,0,0,SEDAN,2,F,D,2
36534,21500,0.906228611,0,0,0,SEDAN,2,F,B,4
36535,12800,0.492813142,0,0,0,HBACK,2,F,B,5
36536,18100,0.684462697,0,0,0,SEDAN,2,M,C,4
36537,9700,0.698151951,0,0,0,SEDAN,3,F,C,3
36538,13600,0.840520192,0,0,0,SEDAN,3,M,C,6
36539,33200,0.539356605,0,0,0,STNWG,2,F,D,2
36540,3900,0.413415469,0,0,0,SEDAN,4,M,A,5
36541,17600,0.681724846,0,0,0,SEDAN,2,M,D,2
36542,13500,0.41615332,0,0,0,HBACK,1,F,B,6
36543,5400,0.41615332,0,0,0,HBACK,4,M,C,4
36544,25300,0.665297741,0,0,0,SEDAN,1,F,C,4
36545,18300,0.41615332,0,0,0,SEDAN,4,M,A,3
36546,14500,0.41615332,0,0,0,SEDAN,3,M,E,2
36547,16300,0.380561259,0,0,0,SEDAN,2,F,B,2
36548,18100,0.698151951,0,0,0,SEDAN,2,M,B,4
36549,28900,0.405201917,0,0,0,MIBUS,2,F,C,5
36550,14100,0.41615332,0,0,0,UTE,3,M,C,5
36551,27700,0.292950034,0,0,0,SEDAN,1,F,D,5
36552,11800,0.205338809,0,0,0,SEDAN,3,F,C,3
36553,43990,0.254620123,0,0,0,STNWG,1,F,C,3
36554,23300,0.583162218,1,1,815.2999992,TRUCK,3,M,D,4
36555,4100,0.41615332,0,0,0,SEDAN,4,F,A,4
36556,12300,0.194387406,0,0,0,HBACK,1,F,C,6
36557,36800,0.41615332,0,0,0,UTE,1,M,B,4
36558,11300,0.238193019,0,0,0,SEDAN,4,M,C,4
36559,35200,0.640657084,0,0,0,STNWG,2,F,E,5
36560,10900,0.238193019,0,0,0,STNWG,4,M,D,5
36561,6000,0.761122519,0,0,0,SEDAN,4,M,F,5
36562,5900,0.761122519,0,0,0,SEDAN,4,F,E,5
36563,15100,0.761122519,0,0,0,MIBUS,4,M,C,4
36564,7300,0.761122519,0,0,0,SEDAN,4,F,A,4
36565,3900,0.62696783,0,0,0,SEDAN,4,F,A,3
36566,15800,0.761122519,0,0,0,SEDAN,3,M,C,4
36567,16700,0.41615332,0,0,0,HBACK,1,F,B,2
36568,10600,0.238193019,0,0,0,TRUCK,4,M,A,2
36569,19000,0.681724846,0,0,0,HBACK,2,F,C,3
36570,35800,0.583162218,0,0,0,STNWG,1,F,A,3
36571,26300,0.774811773,0,0,0,STNWG,4,F,C,2
36572,19600,0.238193019,0,0,0,MIBUS,4,F,A,4
36573,12900,0.303901437,0,0,0,SEDAN,3,F,A,3
36574,16800,0.095824778,0,0,0,HBACK,3,M,C,4
36575,8400,0.462696783,0,0,0,UTE,4,M,E,3
36576,16900,0.698151951,0,0,0,STNWG,3,M,C,2
36577,10100,0.761122519,0,0,0,HBACK,3,F,E,2
36578,14400,0.999315537,0,0,0,UTE,4,F,E,4
36579,3600,0.761122519,0,0,0,SEDAN,4,F,C,5
36580,18900,0.008213552,0,0,0,SEDAN,1,F,A,6
36581,35500,0.761122519,0,0,0,STNWG,2,F,D,4
36582,21800,0.761122519,0,0,0,SEDAN,2,M,A,6
36583,11400,0.761122519,0,0,0,HBACK,3,F,B,2
36584,4400,0.761122519,0,0,0,UTE,4,M,B,4
36585,29700,0.761122519,0,0,0,SEDAN,3,F,C,6
36586,15200,0.761122519,0,0,0,HBACK,1,F,A,5
36587,47000,0.761122519,0,0,0,STNWG,1,F,B,4
36588,14500,0.301163587,0,0,0,SEDAN,3,M,C,2
36589,4600,0.298425736,0,0,0,SEDAN,4,M,B,1
36590,8200,0.761122519,0,0,0,HBACK,4,F,A,6
36591,27500,0.298425736,0,0,0,STNWG,3,F,F,1
36592,16500,0.090349076,0,0,0,SEDAN,2,F,C,2
36593,13000,0.301163587,0,0,0,HBACK,2,F,B,4
36594,52500,0.298425736,0,0,0,STNWG,2,M,A,2
36595,14500,0.492813142,0,0,0,HBACK,2,F,B,4
36596,7400,0.41615332,0,0,0,UTE,4,M,C,3
36597,35900,0.128678987,0,0,0,STNWG,2,F,A,3
36598,10300,0.062970568,0,0,0,STNWG,3,M,A,2
36599,14100,0.495550993,0,0,0,HBACK,3,F,A,4
36600,41900,0.692676249,0,0,0,STNWG,1,F,A,1
36601,13500,0.10403833,0,0,0,HDTOP,4,F,C,2
36602,24300,0.298425736,0,0,0,SEDAN,1,F,F,3
36603,15700,0.298425736,0,0,0,SEDAN,2,F,A,1
36604,22200,0.082135524,0,0,0,STNWG,2,F,C,1
36605,15800,0.134154689,0,0,0,STNWG,4,M,E,2
36606,38500,0.681724846,0,0,0,STNWG,1,F,A,3
36607,37000,0.484599589,0,0,0,STNWG,2,F,F,3
36608,21500,0.908966461,0,0,0,SEDAN,2,F,C,4
36609,21400,0.490075291,0,0,0,SEDAN,2,M,D,3
36610,13700,0.681724846,0,0,0,HBACK,2,M,E,4
36611,23700,0.095824778,0,0,0,UTE,3,M,C,1
36612,34200,0.676249144,0,0,0,STNWG,2,F,A,5
36613,15400,0.492813142,0,0,0,STNWG,3,M,F,3
36614,8900,0.164271047,1,1,2317.259995,HBACK,3,F,C,1
36615,25200,0.062970568,0,0,0,SEDAN,1,M,C,4
36616,8000,0.840520192,0,0,0,SEDAN,4,F,B,4
36617,11500,0.490075291,0,0,0,HBACK,2,F,B,1
36618,16800,0.298425736,0,0,0,MIBUS,4,F,C,3
36619,13600,0.509240246,0,0,0,HBACK,2,M,A,5
36620,31900,0.509240246,0,0,0,STNWG,2,M,C,4
36621,54990,0.156057495,0,0,0,STNWG,1,F,D,2
36622,11900,0.681724846,0,0,0,UTE,4,M,D,2
36623,27200,0.413415469,0,0,0,STNWG,1,M,A,4
36624,20700,0.689938398,0,0,0,SEDAN,3,F,D,3
36625,18900,0.339493498,0,0,0,HBACK,1,F,C,2
36626,6800,0.514715948,0,0,0,HBACK,4,F,A,1
36627,9100,0.158795346,0,0,0,HBACK,3,F,D,3
36628,6600,0.509240246,0,0,0,SEDAN,4,M,E,2
36629,22300,0.509240246,0,0,0,STNWG,4,M,A,3
36630,3400,0.090349076,0,0,0,HBACK,4,F,B,4
36631,8000,0.169746749,0,0,0,COUPE,4,F,C,3
36632,12700,0.194387406,0,0,0,PANVN,3,M,C,3
36633,37500,0.681724846,0,0,0,STNWG,3,F,D,4
36634,6800,0.553045859,0,0,0,HBACK,4,F,C,3
36635,18000,0.83504449,0,0,0,SEDAN,2,M,B,4
36636,17700,0.295687885,0,0,0,SEDAN,1,F,A,3
36637,19400,0.681724846,1,2,471.7399998,SEDAN,1,F,C,3
36638,15600,0.6954141,0,0,0,SEDAN,2,M,B,6
36639,18000,0.509240246,0,0,0,SEDAN,2,F,B,3
36640,16600,0.490075291,0,0,0,SEDAN,2,F,C,2
36641,7600,0.158795346,0,0,0,SEDAN,3,F,A,3
36642,68900,0.301163587,0,0,0,STNWG,1,M,A,2
36643,12500,0.413415469,0,0,0,HBACK,1,M,B,1
36644,18900,0.413415469,0,0,0,SEDAN,2,M,A,5
36645,30400,0.459958932,0,0,0,STNWG,2,M,A,2
36646,14300,0.090349076,0,0,0,HBACK,2,F,A,3
36647,14700,0.090349076,0,0,0,SEDAN,3,M,C,3
36648,18400,0.002737851,0,0,0,PANVN,3,M,B,5
36649,12500,0.344969199,0,0,0,SEDAN,4,M,C,2
36650,12900,0.840520192,0,0,0,SEDAN,3,F,B,3
36651,44340,0.681724846,0,0,0,UTE,1,M,C,2
36652,10100,0.158795346,0,0,0,HBACK,3,F,C,4
36653,26500,0.298425736,0,0,0,SEDAN,1,F,D,2
36654,18490,0.681724846,1,1,436.4699998,SEDAN,1,F,D,1
36655,32200,0.585900068,0,0,0,STNWG,1,F,E,2
36656,7500,0.169746749,0,0,0,STNWG,4,F,A,1
36657,18500,0.960985626,0,0,0,HBACK,2,F,B,2
36658,40000,0.158795346,0,0,0,STNWG,3,F,E,2
36659,13800,0.840520192,0,0,0,SEDAN,2,M,A,6
36660,56990,0.301163587,0,0,0,STNWG,1,F,C,4
36661,11600,0.490075291,0,0,0,STNWG,4,M,A,2
36662,15400,0.372347707,0,0,0,SEDAN,2,M,B,5
36663,29100,0.298425736,0,0,0,SEDAN,1,F,B,4
36664,14300,0.298425736,0,0,0,HBACK,1,F,A,1
36665,47000,0.689938398,0,0,0,STNWG,1,F,C,3
36666,22800,0.490075291,0,0,0,SEDAN,4,M,A,6
36667,11500,0.681724846,0,0,0,SEDAN,3,F,B,4
36668,10400,0.6954141,0,0,0,HBACK,2,F,E,4
36669,16000,0.002737851,0,0,0,HDTOP,3,F,C,4
36670,13600,0.413415469,0,0,0,HBACK,1,M,A,4
36671,31800,0.714579055,0,0,0,STNWG,2,F,F,3
36672,18900,0.681724846,0,0,0,SEDAN,1,M,B,4
36673,5800,0.301163587,0,0,0,COUPE,4,M,A,6
36674,25000,0.032854209,0,0,0,SEDAN,1,F,D,2
36675,14000,0.038329911,0,0,0,MIBUS,4,F,E,3
36676,17100,0.301163587,0,0,0,SEDAN,2,F,C,1
36677,44000,0.681724846,0,0,0,SEDAN,3,F,E,3
36678,17500,0.960985626,0,0,0,MIBUS,4,F,B,3
36679,12000,0.038329911,0,0,0,SEDAN,3,F,A,2
36680,7100,0.210814511,0,0,0,HBACK,4,F,C,4
36681,10600,0.298425736,0,0,0,SEDAN,3,M,B,6
36682,22400,0.48733744,0,0,0,STNWG,2,F,B,4
36683,10800,0.112251882,0,0,0,SEDAN,4,F,C,4
36684,12400,0.698151951,0,0,0,HBACK,2,F,C,3
36685,9400,0.438056126,0,0,0,HBACK,3,F,D,3
36686,26700,0.298425736,0,0,0,HBACK,1,F,A,4
36687,22700,0.698151951,0,0,0,HBACK,1,M,E,3
36688,13600,0.038329911,0,0,0,HBACK,1,M,A,2
36689,25500,0.698151951,0,0,0,SEDAN,1,F,A,5
36690,13800,0.698151951,0,0,0,HBACK,2,M,B,2
36691,17700,0.48733744,0,0,0,STNWG,3,F,A,4
36692,10900,0.027378508,0,0,0,HBACK,2,F,C,4
36693,8500,0.511978097,0,0,0,HBACK,3,F,B,2
36694,21400,0.268309377,0,0,0,HBACK,1,F,B,2
36695,56100,0.295687885,0,0,0,STNWG,1,F,C,4
36696,13600,0.038329911,0,0,0,HBACK,1,M,A,2
36697,28600,0.960985626,0,0,0,MIBUS,3,M,D,3
36698,28400,0.681724846,0,0,0,UTE,2,M,D,4
36699,7100,0.681724846,0,0,0,UTE,4,M,C,2
36700,13900,0.002737851,0,0,0,UTE,4,M,F,2
36701,23100,0.158795346,0,0,0,UTE,3,M,D,2
36702,18100,0.301163587,0,0,0,SEDAN,2,F,B,2
36703,13500,0.281998631,0,0,0,HBACK,1,F,A,1
36704,19900,0.030116359,0,0,0,HBACK,1,M,C,2
36705,7400,0.298425736,0,0,0,SEDAN,4,M,C,4
36706,11900,0.48733744,0,0,0,HBACK,2,M,A,4
36707,17300,0.681724846,0,0,0,MIBUS,4,F,C,2
36708,13300,0.062970568,0,0,0,HBACK,1,F,A,2
36709,8800,0.511978097,1,1,1440.589996,HBACK,3,F,C,4
36710,19300,0.698151951,0,0,0,SEDAN,2,F,E,4
36711,52360,0.681724846,0,0,0,STNWG,1,M,A,5
36712,6400,0.320328542,0,0,0,STNWG,4,F,A,3
36713,17500,0.038329911,0,0,0,SEDAN,1,F,D,6
36714,16900,0.062970568,0,0,0,STNWG,3,F,B,2
36715,9700,0.298425736,0,0,0,SEDAN,3,M,C,4
36716,42500,0.698151951,0,0,0,STNWG,2,M,A,1
36717,16600,0.48733744,1,1,200,STNWG,3,F,C,3
36718,21700,0.698151951,0,0,0,SEDAN,2,M,B,2
36719,26600,0.060232717,0,0,0,STNWG,2,M,B,3
36720,15600,0.511978097,1,1,5086.62999,STNWG,4,F,F,2
36721,29600,0.681724846,0,0,0,HDTOP,3,F,D,3
36722,33900,0.692676249,0,0,0,STNWG,3,F,A,2
36723,4200,0.057494867,0,0,0,SEDAN,4,F,D,3
36724,19100,0.295687885,0,0,0,HBACK,2,M,E,3
36725,10300,0.301163587,0,0,0,HBACK,3,M,F,1
36726,11500,0.48733744,0,0,0,HBACK,2,F,A,1
36727,16900,0.6954141,0,0,0,HBACK,1,F,B,4
36728,43990,0.301163587,0,0,0,STNWG,1,M,E,2
36729,17900,0.678986995,0,0,0,MIBUS,4,M,C,4
36730,23700,0.681724846,1,1,477.2699995,STNWG,3,F,B,3
36731,8700,0.607802875,0,0,0,SEDAN,3,F,B,2
36732,21500,0.698151951,0,0,0,SEDAN,2,M,C,4
36733,20500,0.960985626,1,1,2505.25,SEDAN,2,F,B,2
36734,42900,0.062970568,0,0,0,STNWG,1,F,A,3
36735,21500,0.698151951,0,0,0,SEDAN,2,M,B,3
36736,11900,0.681724846,0,0,0,SEDAN,3,F,C,4
36737,20800,0.698151951,0,0,0,UTE,1,M,A,1
36738,17600,0.468172485,0,0,0,HBACK,2,M,C,6
36739,6000,0.465434634,0,0,0,SEDAN,4,M,B,6
36740,16500,0.468172485,1,1,200,SEDAN,2,F,D,6
36741,9700,0.465434634,0,0,0,SEDAN,3,F,C,5
36742,20800,0.533880904,0,0,0,SEDAN,2,F,C,3
36743,21400,0.470910335,0,0,0,SEDAN,2,F,C,6
36744,10500,0.468172485,0,0,0,SEDAN,3,M,A,6
36745,6900,0.465434634,0,0,0,SEDAN,4,M,A,6
36746,10700,0.468172485,0,0,0,SEDAN,4,F,D,5
36747,7100,0.465434634,0,0,0,SEDAN,4,M,A,6
36748,26200,0.48733744,0,0,0,SEDAN,1,F,B,4
36749,11400,0.465434634,0,0,0,SEDAN,3,M,C,6
36750,91600,0.676249144,0,0,0,STNWG,1,F,A,4
36751,14500,0.681724846,0,0,0,MIBUS,4,M,D,4
36752,4700,0.254620123,0,0,0,SEDAN,4,F,D,6
36753,10700,0.465434634,0,0,0,SEDAN,4,F,B,4
36754,39900,0.060232717,0,0,0,STNWG,2,M,E,5
36755,25700,0.465434634,0,0,0,SEDAN,1,M,C,6
36756,12700,0.465434634,0,0,0,STNWG,4,M,E,4
36757,47000,0.673511294,0,0,0,STNWG,1,M,A,3
36758,7700,0.062970568,0,0,0,SEDAN,4,M,C,6
36759,4600,0.386036961,0,0,0,HBACK,4,M,F,4
36760,9000,0.48733744,0,0,0,HBACK,3,F,F,5
36761,19400,0.470910335,0,0,0,SEDAN,1,F,A,6
36762,10600,0.128678987,0,0,0,HDTOP,4,F,F,3
36763,16490,0.676249144,1,1,342.8999996,HBACK,1,M,C,3
36764,6600,0.533880904,0,0,0,SEDAN,4,F,A,5
36765,18000,0.533880904,0,0,0,HBACK,2,M,A,4
36766,11500,0.465434634,0,0,0,STNWG,3,F,C,5
36767,12200,0.533880904,0,0,0,SEDAN,3,F,C,4
36768,19900,0.531143053,0,0,0,HBACK,1,M,B,5
36769,38600,0.698151951,1,1,367.7299995,STNWG,2,F,C,4
36770,18500,0.005475702,0,0,0,SEDAN,1,M,C,6
36771,15600,0.6954141,0,0,0,SEDAN,2,F,C,2
36772,42800,0.468172485,0,0,0,STNWG,2,M,C,4
36773,5300,0.470910335,0,0,0,HBACK,4,F,A,4
36774,14600,0.468172485,0,0,0,SEDAN,3,M,B,3
36775,12300,0.090349076,0,0,0,HBACK,2,F,B,1
36776,20600,0.470910335,0,0,0,STNWG,1,F,A,5
36777,25400,0.470910335,0,0,0,STNWG,3,M,D,5
36778,20100,0.681724846,0,0,0,HBACK,2,F,C,2
36779,16400,0.681724846,0,0,0,HBACK,2,F,C,2
36780,14200,0.049281314,0,0,0,STNWG,4,M,F,4
36781,3700,0.465434634,0,0,0,HBACK,4,F,C,5
36782,13500,0.465434634,0,0,0,SEDAN,3,F,A,4
36783,15000,0.528405202,0,0,0,STNWG,4,M,C,2
36784,24200,0.681724846,0,0,0,SEDAN,1,M,C,2
36785,4100,0.465434634,0,0,0,UTE,4,M,A,5
36786,8200,0.465434634,0,0,0,SEDAN,3,F,B,5
36787,4100,0.470910335,0,0,0,SEDAN,4,F,C,5
36788,11200,0.462696783,0,0,0,UTE,4,M,C,5
36789,15400,0.465434634,0,0,0,SEDAN,2,F,B,5
36790,36800,0.533880904,0,0,0,STNWG,2,F,B,5
36791,10000,0.030116359,0,0,0,SEDAN,3,M,A,4
36792,56700,0.073921971,0,0,0,STNWG,1,F,E,3
36793,21200,0.468172485,0,0,0,UTE,3,M,A,6
36794,14600,0.470910335,0,0,0,SEDAN,2,M,B,6
36795,24300,0.465434634,0,0,0,STNWG,3,M,F,5
36796,11400,0.465434634,0,0,0,SEDAN,3,F,E,2
36797,15100,0.090349076,0,0,0,SEDAN,2,M,D,2
36798,31900,0.470910335,0,0,0,STNWG,1,M,C,2
36799,9700,0.470910335,0,0,0,SEDAN,3,M,A,6
36800,22400,0.681724846,0,0,0,STNWG,4,M,A,5
36801,10400,0.528405202,0,0,0,STNWG,4,M,E,5
36802,10100,0.528405202,0,0,0,STNWG,4,M,C,5
36803,12300,0.468172485,0,0,0,SEDAN,4,F,C,6
36804,30900,0.681724846,1,1,200,STNWG,1,F,A,3
36805,10100,0.468172485,0,0,0,STNWG,3,F,B,3
36806,19300,0.468172485,0,0,0,STNWG,4,F,C,1
36807,3500,0.169746749,0,0,0,SEDAN,4,M,B,5
36808,17900,0.465434634,1,1,450,STNWG,4,F,E,1
36809,14000,0.470910335,0,0,0,STNWG,4,F,D,3
36810,18300,0.386036961,0,0,0,HBACK,1,M,A,4
36811,7100,0.681724846,0,0,0,STNWG,4,F,A,6
36812,11600,0.468172485,0,0,0,SEDAN,4,F,A,4
36813,9200,0.531143053,0,0,0,SEDAN,4,F,B,4
36814,17100,0.213552361,0,0,0,HBACK,2,M,D,2
36815,14300,0.681724846,0,0,0,HBACK,2,F,C,1
36816,22000,0.465434634,0,0,0,STNWG,3,M,A,4
36817,10000,0.533880904,0,0,0,HBACK,3,F,C,6
36818,13700,0.465434634,0,0,0,SEDAN,3,F,D,5
36819,40300,0.049281314,0,0,0,STNWG,2,F,E,3
36820,17700,0.936344969,0,0,0,STNWG,4,F,C,1
36821,23800,0.468172485,0,0,0,STNWG,2,F,C,5
36822,9600,0.468172485,0,0,0,SEDAN,4,F,B,5
36823,14800,0.468172485,0,0,0,UTE,4,M,C,6
36824,7500,0.468172485,0,0,0,SEDAN,4,F,E,4
